,,ID,,Details,Reviews,Device Name
119,,120,,"PTA Approved
IPS LCD
6.82 Inches Display
Dual Sim
Octa-Core Processor
Android 11
48MP Triple Rear Camera
8MP Front Camera
5000 mAh battery
DISPLAY Type IPS LCD
Size 6.82 inches, 137.8 cm2 (~102.0% screen-to-body ratio)
Resolution 720 x 1640 pixels, 3:2 ratio (~288 ppi density)
PLATFORM OS Android 11
CPU Octa-core 1.6 GHz
MEMORY Card slot microSDXC
Internal 128GB 4GB RAM
MAIN CAMERA Triple 48 MP, f/1.8, 26mm (wide), PDAF
5 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)
Features LED flash, HDR, panorama
Video 1080p@30fps
SELFIE CAMERA Single 8 MP, f/2.0, (wide)
Video
SOUND Loudspeaker Yes
3.5mm jack Yes
COMMS WLAN Wi-Fi 802.11 b/g/n/ac
Bluetooth 4.2, A2DP
Positioning GPS
NFC No
Radio Unspecified
USB USB Type-C 2.0
FEATURES Sensors Fingerprint (side-mounted), accelerometer, proximity
BATTERY Type Li-Po 5000 mAh, non-removable
Specifications of ZTE Blade V30 Vita - 4GB RAM 128GB ROM - 6.82 Inches Display - 5000 mAh Battery
Brand No Brand SKU 433729401_PK-2081387060 Fast Charging Not Specified Notchted Display Yes Number Of Cameras 4 Body Type Plastic Wireless Charging No Year Not Specified Headphone Jack Yes E-Warranty Yes Screen Type IPS LCD Processor Type Octa-core Sim Type Nano RAM Memory 4GB Operating System Android Protection Not Specified Number Of Cores Octa Core Battery Capacity 5000 mAh & Above Number of SIM Slots Dual Camera Front (Megapixels) 8 MP Camera Back (Megapixels) 21MP and up Screen Size (inches) 6 Inches & Above
What’s in the box 1xPhone 1xCharger 1xChargerCable
VIEW LESS",[],ZTE Blade V30 Vita - 4GB RAM 128GB ROM - 6.82 Inches Display - 5000 mAh Battery
120,,121,,"1 Year Brand Warranty
Display : 6.6"" Inch IPS LCD, 90Hz
OS : Android 13
Memory : 8GB + 8GB RAM , 256GB ROM
Processor : Octa-Core, Mediatek Helio G99
Main Camera : 64 MP + 2 MP
Front Camera : 16 MP
Side-Mounted FingerPrint and FaceUnlock
Battery : 5000 mAh, non-removable
45W Fast Charging
PTA Approved
Specifications of Infinix Note 30 - 6.78"" Inch Display - 8GB RAM - 256GB ROM
Brand No Brand SKU 427521917_PK-2030874944 Protection Not Specified Number Of Cameras 4 Year Not Specified
What’s in the box 1 x Phone, 1 x Charger, 1 x Warranty Card
VIEW LESS",[],"Infinix Note 30 - 6.78"" Inch Display - 8GB RAM - 256GB ROM"
121,,122,,"General FeaturesRelease Date2023-08-22SIM SupportDual Sim, Dual Standby (Nano-SIM)Phone Dimensions164.6 x 76.2 x 8.4mmPhone Weight208 gOperating SystemAndroid13 + HiOS 12.6DisplayScreen Size6.78 InchesScreen Resolution1080 x 2460 PixelsScreen TypeFHD+HScreen ProtectionN/AMemoryInternal Memory128 GBRAM8 GBCard SlotmicroSD Card, (supports upto 256GB)PerformanceProcessor2.0 Ghz Octa CoreGPUMali-G52 MC2BatteryType5000 mAhCameraFront Camera32 MPFront Flash LightNoFront Video RecordingYesBack Flash LightYesBack Camera50 MP + QVGABack Video RecordingYesConnectivityBluetoothYes3GYes4G/LTEYes5GNoRadioYesWiFiYesNFCYesInstallment Plans
General Features
Release Date 2023-08-22
SIM Support Dual Sim, Dual Standby (Nano-SIM)
Phone Dimensions 164.6 x 76.2 x 8.4mm
Phone Weight 208 g
Operating System Android13 + HiOS 12.6
Display
Screen Size 6.78 Inches
Screen Resolution 1080 x 2460 Pixels
Screen Type FHD+H
Screen Protection N/A
Memory
Internal Memory 128 GB
RAM 8 GB
Card Slot microSD Card, (supports upto 256GB)
Performance
Processor 2.0 Ghz Octa Core
GPU Mali-G52 MC2
Battery
Type 5000 mAh
Camera
Front Camera 32 MP
Front Flash Light No
Front Video Recording Yes
Back Flash Light Yes
Back Camera 50 MP + QVGA
Back Video Recording Yes
Connectivity
Bluetooth Yes
3G Yes
4G/LTE Yes
5G No
Radio Yes
WiFi Yes
NFC Yes
Installment Plans
Specifications of Tecno Spark 10 Pro RAM 8 GB ROM 128 GB front Camera 32 MP Back Camera 50 MP Battery Type5000 mAh
Brand No Brand SKU 430743394_PK-2054563745 Protection Corning Gorilla Glass 1 Number Of Cameras 3 Year Not Specified Warranty Policy EN 1 Year Warranty Brand Warranty
What’s in the box 1 Mobile 1 Adapter 1 Cable
VIEW LESS",[],Tecno Spark 10 Pro RAM 8 GB ROM 128 GB front Camera 32 MP Back Camera 50 MP Battery Type5000 mAh
122,,123,,"General FeaturesRelease Date2023-08-01SIM SupportDual SIM supportPhone Dimensions163.89 x 75.39 x 8.40 mmPhone WeightnullOperating SystemAndroid 13 OSDisplayScreen Size6.6 InchesScreen Resolution720 x 1612 PixelsScreen TypeIPS LCD Capacitive Touchscreen, 16M Colors, MultitouchScreen ProtectionnullMemoryInternal Memory128 GBRAM4 GBCard SlotmicroSD Card, (supports up to 256GB)PerformanceProcessor2.05 Ghz Octa CoreGPUPowerVR GE8320BatteryType5000 mAhCameraFront Camera8 MPFront Flash LightYesFront Video RecordingYesBack Flash LightYesBack Camera50 MP + AIBack Video RecordingYesConnectivityBluetoothYes3GYes4G/LTEYes5GNoRadioYesWiFiYesNFCNo
General Features
Release Date 2023-08-01
SIM Support Dual SIM support
Phone Dimensions 163.89 x 75.39 x 8.40 mm
Phone Weight null
Operating System Android 13 OS
Display
Screen Size 6.6 Inches
Screen Resolution 720 x 1612 Pixels
Screen Type IPS LCD Capacitive Touchscreen, 16M Colors, Multitouch
Screen Protection null
Memory
Internal Memory 128 GB
RAM 4 GB
Card Slot microSD Card, (supports up to 256GB)
Performance
Processor 2.05 Ghz Octa Core
GPU PowerVR GE8320
Battery
Type 5000 mAh
Camera
Front Camera 8 MP
Front Flash Light Yes
Front Video Recording Yes
Back Flash Light Yes
Back Camera 50 MP + AI
Back Video Recording Yes
Connectivity
Bluetooth Yes
3G Yes
4G/LTE Yes
5G No
Radio Yes
WiFi Yes
NFC No
Specifications of Tecno Spark 10 4GB+4GB Ram 128GB Rom 6.6 Inches IPS Display 90Hz 5000 mAh- Fast battery 18W wired
Brand No Brand SKU 436407693_PK-2095462410 Protection Corning Gorilla Glass 1 Year 2020 Number Of Cameras 3
What’s in the box 1 Charging Adopter + 1 Data Cable + 1 Mobile Set + 1 User Manual
VIEW LESS",['Value for money 💰😀'],Tecno Spark 10 4GB+4GB Ram 128GB Rom 6.6 Inches IPS Display 90Hz 5000 mAh- Fast battery 18W wired
123,,124,,"OSAndroid 13 OS UIXOS 12.6 Dimensions168.7 x 76.6 x 8.4 mm Weight196 g SIMDual Sim, Dual Standby (Nano-SIM) 2G BandSIM1: GSM 850 / 900 / 1800 / 1900
SIM2: GSM 850 / 900 / 1800 / 1900 3G BandHSDPA 900 / 2100 4G BandLTE band 1(2100), 3(1800), 5(850), 8(900), 38(2600), 40(2300), 41(2500)CPUOcta-core (2 x 2.0 GHz Cortex-A75 + 6 x 1.8 GHz Cortex-A55) ChipsetMediatek Helio G88 (12nm) GPUMali-G52 MC2TechnologyIPS LCD Capacitive Touchscreen, 16M Colors, Multitouch Size6.78 Inches Resolution1080 x 2408 Pixels (~389 PPI) Extra Features90Hz, 500 nits (typ), 600 nits (peak)Built-in128GB Built-in, 8GB RAM (+8GB of Extended RAM )MainDual Camera: 50 MP, f/1.6, (wide), 1/2.55"", AF + 0.08 MP, (depth), Quad LED Flash Front8 MP, f/2.5, (wide), Dual LED Flash, Video (1080p@30fps)USBUSB Type-C 2.0, OTG NFCNoExtraGlass front, plastic frame, plastic back, Photo/video editor, Document viewerCapacity(Li-ion Non removable), 5000 mAh - 33W wired,
OS Android 13 OS  
UI XOS 12.6  
Dimensions 168.7 x 76.6 x 8.4 mm  
Weight 196 g  
SIM Dual Sim, Dual Standby (Nano-SIM) 
2G Band SIM1: GSM 850 / 900 / 1800 / 1900
SIM2: GSM 850 / 900 / 1800 / 1900  
3G Band HSDPA 900 / 2100  
4G Band LTE band 1(2100), 3(1800), 5(850), 8(900), 38(2600), 40(2300), 41(2500)
CPU Octa-core (2 x 2.0 GHz Cortex-A75 + 6 x 1.8 GHz Cortex-A55)  
Chipset Mediatek Helio G88 (12nm)  
GPU Mali-G52 MC2
Technology IPS LCD Capacitive Touchscreen, 16M Colors, Multitouch  
Size 6.78 Inches  
Resolution 1080 x 2408 Pixels (~389 PPI)  
Extra Features 90Hz, 500 nits (typ), 600 nits (peak)
Built-in 128GB Built-in, 8GB RAM (+8GB of Extended RAM )
Main Dual Camera: 50 MP, f/1.6, (wide), 1/2.55"", AF + 0.08 MP, (depth), Quad LED Flash 
Front 8 MP, f/2.5, (wide), Dual LED Flash, Video (1080p@30fps)
USB USB Type-C 2.0, OTG  
NFC No
Extra Glass front, plastic frame, plastic back, Photo/video editor, Document viewer
Capacity (Li-ion Non removable), 5000 mAh  
- 33W wired,
Specifications of Infinix Hot 30 , 8GB Ram 128GB Rom , 6.78 Inches IPS Display , 5000 mAh - 33W wired
Brand No Brand SKU 431932340_PK-2060271654 Protection Corning Gorilla Glass 1 Year 2020 Number Of Cameras 2
What’s in the box 1 Charging Adopter + 1 Data Cable + 1 Mobile Set + 1 User Manual
VIEW LESS","['Awesome product ... well pscked and delivered...', 'Awesome product ... well pscked and delivered...']","Infinix Hot 30 , 8GB Ram 128GB Rom , 6.78 Inches IPS Display , 5000 mAh - 33W wired"
124,,125,,"6.6 InchesDisplay
16 GB (8GB EXTENDED RAM)RAM
5000 mAhBattery
16 MPBack Camera
Specifications of Tecno Spark 10C , 4GB RAM 128GB ROM , 16 MP Main Camera , Fingersensor , 5000mAh Battery
Brand No Brand SKU 432435212_PK-2064546802 Protection Not Specified Number Of Cameras 2 Year Not Specified
What’s in the box 1*Mobile with Charger
VIEW MORE","['best mobile in this range', 'best mobile in this range', 'best mobile in this range']","Tecno Spark 10C , 4GB RAM 128GB ROM , 16 MP Main Camera , Fingersensor , 5000mAh Battery"
125,,126,,"General FeaturesRelease Date2023-02-06SIM SupportDual SIM (Nano-SIM, dual stand-by)Phone Dimensions162.9 x 76 x 7.9 mmPhone Weight181 gOperating SystemAndroid 12, MIUI 14DisplayScreen Size6.67 inchesScreen Resolution1080 x 2400 pixelsScreen TypeAMOLED, 1B colors, 120Hz, Dolby Vision, HDR10+, 500 nits (typ), 900 nits (HBM)Screen ProtectionCorning Gorilla Glass 5MemoryInternal Memory256 GBRAM8 GBCard SlotNoPerformanceProcessorQualcomm SM7325 Snapdragon 778G 5GGPUAdreno 642 LBatteryTypeLi-Po 5000 mAh, non-removableCameraFront Camera16 MPFront Flash LightNoFront Video Recording1080p@30/60fpsBack Flash LightYesBack Camera108 MP + 8 MP + 2 MPBack Video Recording4K@30fps, 1080p@30/60/120fps, gyro-EISConnectivityBluetoothYes3GYes4G/LTEYes5GYesRadioNoWiFiYesNFCYes (market/region dependent)
General Features
Release Date 2023-02-06
SIM Support Dual SIM (Nano-SIM, dual stand-by)
Phone Dimensions 162.9 x 76 x 7.9 mm
Phone Weight 181 g
Operating System Android 12, MIUI 14
Display
Screen Size 6.67 inches
Screen Resolution 1080 x 2400 pixels
Screen Type AMOLED, 1B colors, 120Hz, Dolby Vision, HDR10+, 500 nits (typ), 900 nits (HBM)
Screen Protection Corning Gorilla Glass 5
Memory
Internal Memory 256 GB
RAM 8 GB
Card Slot No
Performance
Processor Qualcomm SM7325 Snapdragon 778G 5G
GPU Adreno 642 L
Battery
Type Li-Po 5000 mAh, non-removable
Camera
Front Camera 16 MP
Front Flash Light No
Front Video Recording 1080p@30/60fps
Back Flash Light Yes
Back Camera 108 MP + 8 MP + 2 MP
Back Video Recording 4K@30fps, 1080p@30/60/120fps, gyro-EIS
Connectivity
VIEW MORE","['original product love it 😍😍 aik achi price mein set mil gya hai pin peak set aur seller bht acha hai. thumb up 👍👍', 'original product love it 😍😍 aik achi price mein set mil gya hai pin peak set aur seller bht acha hai. thumb up 👍👍', 'original product love it 😍😍 aik achi price mein set mil gya hai pin peak set aur seller bht acha hai. thumb up 👍👍']","Xiaomi Poco X5 Pro || 8GB + 256GB || Display 6.7"" AMOLED || Battery Li-Po 5000 mAh ||"
126,,127,,"Imported Oppo A57 with Box Charger
OS Android 6 (Marshmallow), ColorOS 3
Chipset Qualcomm MSM8940 Snapdragon 435 (28 nm)
CPU Octa-core 1.4 GHz Cortex-A53
Internal/Memory 32GB Internal - 3GB RAM
Type Li-Ion 2900 mAh, non-removable
The Oppo A57 is a mid-range Android smartphone. It was part of Oppo's lineup of mobile devices and offered a set of features suitable for everyday use. Here's some additional information about the Oppo A57:
Design and Display:
The Oppo A57 features a 5.2-inch IPS LCD capacitive touchscreen with a resolution of 720 x 1280 pixels. It has a metal unibody design, which gives it a premium feel.
Performance:
The phone is powered by the Qualcomm Snapdragon 435 chipset, which includes an octa-core CPU clocked at 1.4 GHz and an Adreno 505 GPU. This configuration allows for smooth operation of everyday tasks and moderate gaming.
Storage:
It comes with 32GB of internal storage for apps, media, and files, along with 3GB of RAM for multitasking. It also has a dedicated microSD card slot that supports cards up to 256GB for expandable storage.
Camera:
The Oppo A57 features a 13-megapixel rear camera with phase detection autofocus and an LED flash, making it capable of taking decent photos. Its standout feature is the 16-megapixel front camera, designed for better-quality selfies.
Battery:
The device is equipped with a 2900 mAh non-removable battery. The battery capacity may offer moderate usage on a single charge.
Operating System:
It runs on Android 6.0 (Marshmallow) with Oppo's custom ColorOS 3.0 user interface.
Connectivity:
The Oppo A57 supports dual SIM cards and 4G LTE connectivity. It includes standard features like Wi-Fi, Bluetooth 4.1, and a micro USB 2.0 port.
Other Features:
Notable features of the Oppo A57 include a 3.5mm audio jack for headphones, and it supports USB On-The-Go (OTG) for connecting USB accessories.
Specifications of Imported Oppo A57 with Box Charger - Dual Sim Approved - 3GB RAM Mobile - Snapdragon Processor Mobile
Brand No Brand SKU 437875086_PK-2119073363 Protection Not Specified Year 2016 Number Of Cameras 2
What’s in the box Phone + Box + Charger + Cable
VIEW LESS",[],Imported Oppo A57 with Box Charger - Dual Sim Approved - 3GB RAM Mobile - Snapdragon Processor Mobile
127,,128,,"BuildOSAndroid 13 OS UIMIU1 13 DimensionsN/A WeightN/A SIMDual Sim, Dual Standby (Nano-SIM) ColorsGray, Blue Frequency2G BandSIM1: GSM 850 / 900 / 1800 / 1900
SIM2: GSM 850 / 900 / 1800 / 1900 3G BandHSDPA 850 / 900 / 1900 / 2100 4G BandLTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 40(2300), 41(2500) ProcessorCPUOcta-core (2x 2.3 GHz Kryo 470 Gold + 6 x 1.8 GHz Kryo 470 Silver) ChipsetSnapdragon 732G GPUAdreno 618 DisplayTechnologyAMOLED Capacitive Touchscreen, Multitouch Size6.67 Inches Resolution1080 x 2400 Pixels (~395 PPI) Extra Features120Hz MemoryBuilt-in256GB Built-in, 8GB RAM CardmicroSDXC (dedicated slot) CameraMainQuad Camera: 108 MP, (wide), PDAF + 8 MP + 2 MP + 2 MP, LED Flash FeaturesGeo-tagging, Phase detection, touch focus, HDR, Panorama, Video (4K@30fps, 1080p@30/60fps) Front16 MP ConnectivityWLANWi-Fi 802.11 a/b/g/n/ac, dual-band Bluetoothv5.1 with A2DP, LE GPSYes + GPS, GLONASS, GALILEO, BDS RadioFM Radio (Unspecified) USBUSB Type-C 2.0, OTG NFCYes InfraredYes DataGPRS, Edge, 3G (HSPA 42.2/5.76 Mbps), 4G LTE-A (CA) FeaturesSensorsAccelerometer, Compass, Fingerprint (under display, optical), Gyro, Proximity Audio3.5mm Audio Jack, 24-bit/192kHz audio, Speaker Phone BrowserHTML5 MessagingSMS(threaded view), MMS, Email, Push Mail, IM GamesBuilt-in + Downloadable TorchYes ExtraNFC, (market/region dependent), Photo/video editor, Document viewer BatteryCapacity(Li-Po Non removable), 5000 mAh - Fast charging 67W, 50% in 15 min, 100% in 46 min (advertised)
Build OS Android 13 OS  
UI MIU1 13  
Dimensions N/A  
Weight N/A  
SIM Dual Sim, Dual Standby (Nano-SIM)  
Colors Gray, Blue  
Frequency 2G Band SIM1: GSM 850 / 900 / 1800 / 1900
SIM2: GSM 850 / 900 / 1800 / 1900  
3G Band HSDPA 850 / 900 / 1900 / 2100  
4G Band LTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 40(2300), 41(2500)  
Processor CPU Octa-core (2x 2.3 GHz Kryo 470 Gold + 6 x 1.8 GHz Kryo 470 Silver)  
Chipset Snapdragon 732G  
GPU Adreno 618  
Display Technology AMOLED Capacitive Touchscreen, Multitouch  
Size 6.67 Inches  
VIEW MORE","['received a product with good packing.. seller response was good and friendly.. I also appreciate daraz for such a nice policy of installments.. keep up the good work', 'received a product with good packing.. seller response was good and friendly.. I also appreciate daraz for such a nice policy of installments.. keep up the good work', 'received a product with good packing.. seller response was good and friendly.. I also appreciate daraz for such a nice policy of installments.. keep up the good work']","Redmi Note 12 Pro , 8GB Ram 256GB Rom , 6.67 Inches AMOLED Display || 5000 mAh - Fast charging 67W"
128,,129,,"Release Date2023-06-12SIM SupportDual Sim, Dual StandbyPhone Dimensions164.6x75.8x9.2 mmPhone WeightN/AOperating SystemAndroid 12DisplayScreen Size6.52 inchesScreen Resolution720 x 1600 pixelsScreen TypeIPS LCD Capacitive Touchscreen, 16M Colors, MultitouchScreen ProtectionN/AMemoryInternal Memory128 GBRAM6 GBCard SlotYesPerformanceProcessorOcta-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53)GPUMediaTek Helio G25 (12 nm) GPU PowerVR GE8320BatteryType5000 mAhCameraFront Camera13 MPFront Flash LightNoFront Video RecordingYesBack Flash LightYesBack Camera50 MPBack Video RecordingYesConnectivityBluetoothYes3GYes4G/LTEYes5GNoRadioFM radioWiFiYesNFCNo
Release Date 2023-06-12
SIM Support Dual Sim, Dual Standby
Phone Dimensions 164.6x75.8x9.2 mm
Phone Weight N/A
Operating System Android 12
Display
Screen Size 6.52 inches
Screen Resolution 720 x 1600 pixels
Screen Type IPS LCD Capacitive Touchscreen, 16M Colors, Multitouch
Screen Protection N/A
Memory
Internal Memory 128 GB
RAM 6 GB
Card Slot Yes
Performance
Processor Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53)
GPU MediaTek Helio G25 (12 nm) GPU PowerVR GE8320
Battery
Type 5000 mAh
Camera
Front Camera 13 MP
Front Flash Light No
Front Video Recording Yes
Back Flash Light Yes
Back Camera 50 MP
Back Video Recording Yes
Connectivity
Bluetooth Yes
3G Yes
4G/LTE Yes
5G No
Radio FM radio
WiFi Yes
NFC No
Specifications of SparX Neo 7 Ultra || 6GB Ram 128GB Rom || 5000mAh Battery
Brand No Brand SKU 425124612_PK-2013210801 Protection Corning Gorilla Glass 1 Number Of Cameras 2 Year 2020
What’s in the box 1 Charging Adopter + 1 Data Cable + 1 Mobile Set
VIEW LESS","['فون زیادہ سلم اور سمارٹ نہیں ہے وزن بھی زیادہ ہے ۔لیکن اس قیمت میں بہت اچھا فون ۔ڈیلر کی مجموعی سروس لاجواب تھی ۔صرف دو دن میں فون ہمارے ہاتھ میں تھا اور safe sound', 'فون زیادہ سلم اور سمارٹ نہیں ہے وزن بھی زیادہ ہے ۔لیکن اس قیمت میں بہت اچھا فون ۔ڈیلر کی مجموعی سروس لاجواب تھی ۔صرف دو دن میں فون ہمارے ہاتھ میں تھا اور safe sound', 'فون زیادہ سلم اور سمارٹ نہیں ہے وزن بھی زیادہ ہے ۔لیکن اس قیمت میں بہت اچھا فون ۔ڈیلر کی مجموعی سروس لاجواب تھی ۔صرف دو دن میں فون ہمارے ہاتھ میں تھا اور safe sound']",SparX Neo 7 Ultra || 6GB Ram 128GB Rom || 5000mAh Battery
129,,130,,"General FeaturesRelease Date2023-06-14SIM SupportDual Sim, Dual Standby (Nano-SIM)Phone DimensionsN/APhone WeightN/AOperating SystemAndroid 12 OSDisplayScreen Size6.6 InchesScreen Resolution720 x 1600 Pixels )Screen TypeIPS LCD Capacitive Touchscreen, 16M Colors, MultitouchScreen ProtectionN/AMemoryInternal Memory128 GBRAM8 GBCard SlotmicroSD Card, (supports up to 256GB)PerformanceProcessorOcta-Core (2x 2.0 GHz Cortex-A75 + 6 x 1.6GHz Cortex-A55)GPUMali-G57 MP1BatteryType5000 mAhCameraFront Camera8 MPFront Flash LightNoFront Video RecordingYesBack Flash LightYesBack Camera50 MP + 2 MPBack Video Recording1080p@30fpsConnectivityBluetoothYes3GYes4G/LTEYes5GNoRadioYesWiFiYesNFCNo
General Features
Release Date 2023-06-14
SIM Support Dual Sim, Dual Standby (Nano-SIM)
Phone Dimensions N/A
Phone Weight N/A
Operating System Android 12 OS
Display
Screen Size 6.6 Inches
Screen Resolution 720 x 1600 Pixels )
Screen Type IPS LCD Capacitive Touchscreen, 16M Colors, Multitouch
Screen Protection N/A
Memory
Internal Memory 128 GB
RAM 8 GB
Card Slot microSD Card, (supports up to 256GB)
Performance
Processor Octa-Core (2x 2.0 GHz Cortex-A75 + 6 x 1.6GHz Cortex-A55)
GPU Mali-G57 MP1
Battery
Type 5000 mAh
Camera
Front Camera 8 MP
Front Flash Light No
Front Video Recording Yes
Back Flash Light Yes
Back Camera 50 MP + 2 MP
Back Video Recording 1080p@30fps
Connectivity
Bluetooth Yes
VIEW MORE",[],itel S23 4G || 8GB+8GB Ram 128GB Rom || 5000mAh Battery
130,,131,,"DISPLAY RESOLUTION 5"" .
FACE UNLOCK.
BAND : 2G AND 3G.
PLASTIC MATERIAL.
REAR CAMERA 5MP WITH FLASH.
FRONT CAMERA 2MP WITH SOFT FLASH.
BATTERY 2400mAh.
OPERATING SYSTEM ANDROID 10(GO EDITION).
PTA APPROVED.
ONE YEAR BRAND WARRANTY.
SPECIFICATIONS OF ITEL A17 1+16
DISPLAY RESOLUTION 5"" .
FACE UNLOCK.
BAND : 2G AND 3G.
PLASTIC MATERIAL.
REAR CAMERA 5MP WITH FLASH.
FRONT CAMERA 2MP WITH SOFT FLASH.
BATTERY 2400mAh.
OPERATING SYSTEM ANDROID 10(GO EDITION).
PTA APPROVED.
ONE YEAR BRAND WARRANTY.
Specifications of itel A17 MOBILE 1GB RAM 16GB ROM 5"" DISPLAY 5MP AI WITH FLASH CAMERA PTA APPROVED WITH ONE YEAR BRAND WARRANTY
Brand No Brand SKU 316431939_PK-1675569659 Protection Scratch Resistant Glass Year Not Specified Number Of Cameras Not Specified
What’s in the box MOBILE PHONE X 1 CHARGER X 1 CABLE","['delivery very quickly I love the service and also product box packed tha and very nice mobile feeling very good to use thanks 👍☺', 'delivery very quickly I love the service and also product box packed tha and very nice mobile feeling very good to use thanks 👍☺', 'delivery very quickly I love the service and also product box packed tha and very nice mobile feeling very good to use thanks 👍☺']","itel A17 MOBILE 1GB RAM 16GB ROM 5"" DISPLAY 5MP AI WITH FLASH CAMERA PTA APPROVED WITH ONE YEAR BRAND WARRANTY"
131,,132,,"✅ 6.2 inches Display
✅ 6GB Ram
✅ 128GB Storage
✅ 5G Supported
✅ OS : Android 11
✅ Chipset : Snapdragon 765G 5G
✅ CPU : Octa-Core
✅ GPU : Adreno 620
✅ Main Camera : 16 MP
✅ Front Camera : 8 MP
✅ Camera Features : LED flash, Pixel Shift, Auto-HDR, panorama
✅ Sensors : Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass, barometer
✅ Battery Capacity : 3885 mAh
✅ PTA Official approved
The Phone Is In Slightly Used Condition! 9.5/10 Parcel Comes With Mobile Phone And Charger Only No Box Included!
Specifications of Google Pixel 4a 5G 128GB Storage 6GB RAM Snapdragon 765G 5G 3885 mAh Battery 16 MP Camera Official PTA Approved Mobile Phone
Brand Google SKU 428244218_PK-2037487535 Protection Corning Gorilla Glass 3 Year 2020 Number Of Cameras 2
What’s in the box Mobile Phone And Charger","['THE SELLER IS AWESOME MAY ALLAH GIVE HIM MORE! ✓ 100% Authentic Phone. Manufacturing sealed. ✓Offical PTA APPROVED (Both sims). ✓Sent on time. ✓No scratch 9.9/10 back looks very slightly used! ✓Water seal. Took Benchmark test again just now, here are the results: =================================== Pixel 4A 5G [CPUJ Single Core difference = 2.23% Multi-Core difference = -13.27% ====================================== Pixel 4A 5G GPU Score difference = +0.44% Delightful Experience.', 'THE SELLER IS AWESOME MAY ALLAH GIVE HIM MORE! ✓ 100% Authentic Phone. Manufacturing sealed. ✓Offical PTA APPROVED (Both sims). ✓Sent on time. ✓No scratch 9.9/10 back looks very slightly used! ✓Water seal. Took Benchmark test again just now, here are the results: =================================== Pixel 4A 5G [CPUJ Single Core difference = 2.23% Multi-Core difference = -13.27% ====================================== Pixel 4A 5G GPU Score difference = +0.44% Delightful Experience.', 'THE SELLER IS AWESOME MAY ALLAH GIVE HIM MORE! ✓ 100% Authentic Phone. Manufacturing sealed. ✓Offical PTA APPROVED (Both sims). ✓Sent on time. ✓No scratch 9.9/10 back looks very slightly used! ✓Water seal. Took Benchmark test again just now, here are the results: =================================== Pixel 4A 5G [CPUJ Single Core difference = 2.23% Multi-Core difference = -13.27% ====================================== Pixel 4A 5G GPU Score difference = +0.44% Delightful Experience.']",Google Pixel 4a 5G 128GB Storage 6GB RAM Snapdragon 765G 5G 3885 mAh Battery 16 MP Camera Official PTA Approved Mobile Phone
132,,133,,"Leica main camera 1/1.28” sensor size 50MP
Leica telephoto camera 50MP
Leica ultra-wide camera 12MP
Display: Flat display - FHD+ 6.67"" AMOLED
Resolution: 20:9, 2712 x 1220
Refresh Rate: Up to 144Hz
Processor: MediaTek Dimensity 8200-Ultra
4nm power-efficient manufacturing process
Rear camera: Leica professional optical lens
Leica main camera 1/1.28” sensor size 50MP
Leica telephoto camera 50MP
Leica ultra-wide camera 12MP
Front Camera: 20MP front camera
Battery: 5000mAh (typ) battery | 42 mins to 100%
Charging: 67W Turbo charging | USB type-c
Cooling System: Liquid Cool Technology (5000mm2 stainless steel VC + Multi-layer graphite sheets)

General Features: 

Security & Authentication: In-screen fingerprint sensor | AI face unlock
Network & Connectivity: Dual SIM (Nano SIM + Nano SIM or Nano SIM + eSIM)
5G: Supports NSA + SA
Wireless Networks: Wi-Fi 6 capability - Bluetooth 5.4
Navigation: GPS: L1+L5  - Galileo: E1+E5a | GLONASS: G1 | Beidou| NavIC: L5 | QZSS L1+L5
Audio: Dual speakers Dolby Atmos®
Audio Playback: Supports audio formats such as MP3, FLAC, AAC, OGG, WAV, AMR, AWB - Hi-Res Audio certification
Splash, Water & Dust Resistance: IP68
Sensor: Proximity sensor | 360° Ambient light sensor | Accelerometer | Gyroscope | Electronic compass | Linear motor | IR blaster | Flicker sensor | Color sensor
Vibration Motor: X-axis linear vibration motor
Operating system: MIUI 14, android 13




Dimensions: Glass: 162.2mm x 75.7mm x 8.49mm I PU: 162.2mm x 75.7mm x 8.62mm
Glass: 197g I PU: 193g
Specifications of Xiaomi 13T 12GB RAM-256GB ROM Flat display - FHD+ 6.67"" AMOLED PTA APPROVED OFFICIAL BRAND WARRANTY
Brand Redmi SKU 439123334_PK-2126032795 Protection Not Specified Year Not Specified Number Of Cameras 3 Warranty Policy EN ONE YEAR OFFICIAL BRAND WARRANTY
What’s in the box 1 X PHONE 1 X CHARGER 1X EJECT PIN
VIEW LESS",[],"Xiaomi 13T 12GB RAM-256GB ROM Flat display - FHD+ 6.67"" AMOLED PTA APPROVED OFFICIAL BRAND WARRANTY"
